"Raw Data File","cells","tracer molecule","labelled positions","abundance","Parameter Value[injection]","Parameter Value[Replicate]","Factor Value[Incubation time]","Metabolite name","CHEBI identifier","atomic positions to the parent molecule/metabolite name","Empirical formula derivatized molecule/fragment","retention(min)","m/z monitored","signal intensity","isotopologue","isotologue abundance relative concentration"
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.466,"13C0"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.073,"13C1"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.392,"13C2"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.052,"13C3"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.465,"13C0"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.073,"13C1"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.393,"13C2"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.052,"13C3"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 0H Glucosa C1C2 2_S200 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.466,"13C0"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.073,"13C1"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.392,"13C2"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.052,"13C3"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 0H Glucosa C1C2 2_S50 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","0","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.475,"13C0"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.074,"13C1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.384,"13C2"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.014,"13C4"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0.001,"13C6"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.476,"13C0"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.075,"13C1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.384,"13C2"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.013,"13C4"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.473,"13C0"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.075,"13C1"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.384,"13C2"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 1_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0.001,"13C6"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.475,"13C0"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.074,"13C1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.385,"13C2"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.013,"13C4"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.475,"13C0"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.074,"13C1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.385,"13C2"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.013,"13C4"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.474,"13C0"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.074,"13C1"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.385,"13C2"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 2_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.475,"13C0"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.075,"13C1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.383,"13C2"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.014,"13C4"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_01.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","1","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.474,"13C0"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.075,"13C1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.384,"13C2"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,331,0.051,"13C3"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,332,0.015,"13C4"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,333,0.002,"13C5"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_02.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","2","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,334,0,"13C6"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,327,0,"13C-1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,328,0.474,"13C0"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,329,0.075,"13C1"," "
"20120713 A549 24H Glucosa C1C2 3_S100 G3_03.CDF","A549","D-[1,2-C13]-Glucose","1,1,0,0,0,0","50","3","3","24","Glucose","CHEBI:","C1-C6","C14H18O8N1",3.74,330,0.383,"13C2"," "
